correct_schema_str,question_id
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GOT INTEGER null, -- `AST glutamic oxaloacetic transaminase` description: AST glutamic oxaloacetic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1283
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	`First Date` DATE null, -- examples: `1983-01-20`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	LDH INTEGER null, -- `lactate dehydrogenase` description: lactate dehydrogenase value description: Commonsense evidence:  Normal range: N < 500
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1284
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	`First Date` DATE null, -- examples: `1972-10-19`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	LDH INTEGER null, -- `lactate dehydrogenase` description: lactate dehydrogenase value description: Commonsense evidence:  Normal range: N < 500
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1285
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	ALP INTEGER null, -- `alkaliphophatase` description: alkaliphophatase value description: Commonsense evidence:  Normal range: N < 300
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1286
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	ALP INTEGER null, -- `alkaliphophatase` description: alkaliphophatase value description: Commonsense evidence:  Normal range: N < 300
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1287
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TP REAL null, -- `total protein` description: total protein value description: Commonsense evidence:  Normal range: 6.0 < N < 8.5
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1288
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- examples: `SJS`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TP REAL null, -- `total protein` description: total protein value description: Commonsense evidence:  Normal range: 6.0 < N < 8.5
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1289
"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	ALB REAL null, -- `albumin` description: albumin value description: Commonsense evidence:  Normal range: 3.5 < N < 5.5
	primary key (ID, Date),
);",1290
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TP REAL null, -- `total protein` description: total protein value description: Commonsense evidence:  Normal range: 6.0 < N < 8.5
	ALB REAL null, -- `albumin` description: albumin value description: Commonsense evidence:  Normal range: 3.5 < N < 5.5
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1291
"CREATE TABLE Examination
(
	ID INTEGER null, --
	`aCL IgG` REAL null, -- `anti-Cardiolipin antibody (IgG)` description: anti-Cardiolipin antibody (IgG) concentration
	`aCL IgM` REAL null, -- `anti-Cardiolipin antibody (IgM)` description: anti-Cardiolipin antibody (IgM) concentration
	`aCL IgA` INTEGER null, -- `anti-Cardiolipin antibody (IgA) concentration` description: anti-Cardiolipin antibody (IgA) concentration
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	UA REAL null, --
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1292
"CREATE TABLE Examination
(
	ID INTEGER null, --
	ANA INTEGER null, -- `anti-nucleus antibody` description: anti-nucleus antibody concentration
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CRE REAL null, -- `creatinine` description: creatinine value description: Commonsense evidence:  Normal range: N < 1.5
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1293
"CREATE TABLE Examination
(
	ID INTEGER null, --
	`aCL IgA` INTEGER null, -- `anti-Cardiolipin antibody (IgA) concentration` description: anti-Cardiolipin antibody (IgA) concentration
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CRE REAL null, -- `creatinine` description: creatinine value description: Commonsense evidence:  Normal range: N < 1.5
	primary key (ID, Date),
);",1294
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`T-BIL` REAL null, -- `total bilirubin` description: total bilirubin value description: Commonsense evidence:  Normal range: N < 2.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	`ANA Pattern` TEXT null, -- `pattern observed in the sheet of ANA examination` description: pattern observed in the sheet of ANA examination
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1295
"CREATE TABLE Examination
(
	ID INTEGER null, --
	ANA INTEGER null, -- `anti-nucleus antibody` description: anti-nucleus antibody concentration
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`T-BIL` REAL null, -- `total bilirubin` description: total bilirubin value description: Commonsense evidence:  Normal range: N < 2.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1296
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	KCT TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1297
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	`ANA Pattern` TEXT null, -- `pattern observed in the sheet of ANA examination` description: pattern observed in the sheet of ANA examination
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1298
"CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TG INTEGER null, -- `triglyceride` description: triglyceride value description: Commonsense evidence:  Normal range: N < 200
	primary key (ID, Date),
);",1299
"CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `Normal`| description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TG INTEGER null, -- `triglyceride` description: triglyceride value description: Commonsense evidence:  Normal range: N < 200
	primary key (ID, Date),
);",1300
"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	CPK INTEGER null, -- `creatinine phosphokinase` description: creatinine phosphokinase value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
);

CREATE TABLE Examination
(
	ID INTEGER null, -- description: identification of the patient
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most severe one) 2: positive (severe)3: positive (mild)
);",1301
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CPK INTEGER null, -- `creatinine phosphokinase` description: creatinine phosphokinase value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	KCT TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	RVVT TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	LAC TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1302
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1954-03-16`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	GLU INTEGER null, -- `blood glucose` description: blood glucose value description: Commonsense evidence: Normal range: N < 180
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1303
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GLU INTEGER null, -- `blood glucose` description: blood glucose value description: Commonsense evidence: Normal range: N < 180
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most severe one) 2: positive (severe)3: positive (mild)
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1304
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	WBC REAL null, -- `White blood cell` description: White blood cell value description: Commonsense evidence: Normal range: 3.5 < N < 9.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1305
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	WBC REAL null, -- `White blood cell` description: White blood cell value description: Commonsense evidence: Normal range: 3.5 < N < 9.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1306
