question_id,selected_schema_with_connections
1263,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	`aCL IgA` INTEGER null, -- `anti-Cardiolipin antibody (IgA) concentration` description: anti-Cardiolipin antibody (IgA) concentration
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	HCT REAL null, -- `Hematoclit` description: Hematoclit value description: Commonsense evidence: Normal range: 29 < N < 52
	PIC INTEGER null, --
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1264,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, -- examples: `APS`
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `APS`, `Normal`
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	C4 INTEGER null, -- `complement 4` description: complement 4 value description: Commonsense evidence:  Normal range: N > 10
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1265,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Admission TEXT null, -- examples: `+(`| description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	RNP TEXT null, -- examples: `negative`| `anti-ribonuclear protein` description: anti-ribonuclear protein value description: Commonsense evidence:  Normal range: N= -, +-
	SSA TEXT null, -- examples: `negative`
	SSB TEXT null, -- examples: `negative`
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1266,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1937-11-24`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	RF TEXT null, --
	RNP TEXT null, -- `anti-ribonuclear protein` description: anti-ribonuclear protein value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1267,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	SM TEXT null, -- examples: `negative`| `anti-SM` description: anti-SM value description: Commonsense evidence:  Normal range: N= -, +-
	SSA TEXT null, -- examples: `negative`
	CENTROMEA TEXT null, -- examples: `negative`
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `thrombosis`, `Normal`
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most serious) 2: positive (severe)3: positive (mild)
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1268,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1953-09-21`
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`| description: Date of the laboratory tests (YYMMDD)
	PIC INTEGER null, --
	SM TEXT null, -- examples: `negative`| `anti-SM` description: anti-SM value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1269,"CREATE TABLE Examination
(
	ID INTEGER null, -- description: identification of the patient
	`Examination Date` DATE null, -- examples: `1997-03-10`| description: Examination Date
	Diagnosis TEXT null, -- examples: `Normal`
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`| description: Date of the laboratory tests (YYMMDD)
	SC170 TEXT null, -- examples: `0`, `negative`| `anti-scl70` description: anti-scl70 value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
);"
1270,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	SC170 TEXT null, -- examples: `0`, `negative`| `anti-scl70` description: anti-scl70 value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `Normal`
	Symptoms TEXT null, --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1271,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Description DATE null, -- examples: `1997-02-03`| description: the first date when a patient data was recorded value description: null or empty: not recorded
	`First Date` DATE null, -- examples: `1983-01-20`| description: the date when a patient came to the hospital
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`
	SSA TEXT null, -- `anti-SSA` description: anti-SSA value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1272,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Description DATE null, -- examples: `1996-12-01`| description: the first date when a patient data was recorded value description: null or empty: not recorded
	`First Date` DATE null, -- examples: `1993-02-10`| description: the date when a patient came to the hospital
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-21`
	RNP TEXT null, -- examples: `negative`
	SM TEXT null, -- examples: `negative`| `anti-SM` description: anti-SM value description: Commonsense evidence:  Normal range: N= -, +-
	SC170 TEXT null, -- examples: `0`, `negative`
	SSA TEXT null, -- examples: `negative`| `anti-SSA` description: anti-SSA value description: Commonsense evidence:  Normal range: N= -, +-
	SSB TEXT null, -- examples: `negative`| `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1273,"CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `SLE`, `Normal`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	RNP TEXT null, -- examples: `negative`
	SM TEXT null, -- examples: `negative`| `anti-SM` description: anti-SM value description: Commonsense evidence:  Normal range: N= -, +-
	SSB TEXT null, -- examples: `negative`| `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	CENTROMEA TEXT null, -- examples: `negative`
	primary key (ID, Date), --
);"
1274,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`
	SSB TEXT null, -- `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, -- description: other symptoms observed
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1275,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`
	SSB TEXT null, -- `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	CENTROMEA TEXT null, -- `anti-centromere` description: anti-centromere value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1276,"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	DNA TEXT null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	`DNA-II` INTEGER null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, --
);"
1277,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Description DATE null, -- examples: `1997-02-03`| description: the first date when a patient data was recorded value description: null or empty: not recorded
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`
	PIC INTEGER null, --
	DNA TEXT null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	`DNA-II` INTEGER null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1278,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Admission TEXT null, -- examples: `+(`| description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	IGG INTEGER null, -- `Ig G` description: Ig G value description: Commonsense evidence:  Normal range: 900 < N < 2000
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1279,"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	GOT INTEGER null, -- `AST glutamic oxaloacetic transaminase` description: AST glutamic oxaloacetic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, -- examples: `SLE`
);"
1280,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	GOT INTEGER null, -- `AST glutamic oxaloacetic transaminase` description: AST glutamic oxaloacetic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
